,order_id,customer_id,product_name,brand,raw_weight,country,order_date,unit_price
612,REC-955523,8057,noir,biocoop,100,france,2024-02-24,16
613,REC-218768,6370,matin chocolat,unknown,200,france,2024-02-21,22
614,REC-382273,6367,macaroni cheese with bacon,woolworths food,200,bulgaria,2025-04-10,18
615,REC-346482,14372,vritable petit beurre,unknown,25,belgium,2024-04-18,20
616,REC-408869,7478,le palmier,bjorg,100,france,2025-06-21,9
617,REC-609749,13831,fourrs got citron,bjorg,225,france,2024-06-04,23
618,REC-518995,11640,nicaragua grand cru waslala,unknown,100,france,2025-03-02,1
619,REC-679537,7701,regaa,hacendado,250,rumania,2025-04-28,19
620,REC-120400,11836,wholegrain ryvita crackerbread,ryvita,125,united kingdom,2025-02-25,20
621,REC-742848,14075,sabls pavot coco,unknown,132,francia,2025-02-14,17
622,REC-993045,11096,choco tablet zero sin azcares,anturios,150,marruecos,2025-08-17,17
623,REC-276484,5450,extra dark  cocoa,fin carré,100,bélgica,2025-10-15,21
624,REC-380641,6676,donut,be,50,ma,2024-03-07,1
625,REC-590661,5746,bio crackers,maître jean pierre,200,france,2025-01-20,12
626,REC-298768,6956,melty  be,be,40,morocco,2024-04-08,20
627,REC-900752,9555,digestive sin azcares,gullón,400,españa,2024-07-04,1
628,REC-234370,8993,chocolat noir amande et corces dorange,lidl jd gross,125,france,2024-08-20,4
629,REC-302639,14765,gaufrettes saveur cacao,brun,146,francia,2024-05-30,21
630,REC-392128,8230,brioche tresse ppites de chocolat,pasquier,630,france,2024-05-26,9
631,REC-332397,10763,mon chri,mon chéri,157,frankreich,2024-10-26,2
632,REC-834378,9927,anglesey sea salt crisps,pipers,150,france,2025-10-24,13
633,REC-365424,5254,lotus gaufre de lige chocolat g xp,lotus,363,france,2024-07-31,12
634,REC-610291,6868,chocolat dessert noir,aiguebelle,175,france,2025-06-03,23
635,REC-582086,8981,milka choco mini stars,milka,150,bulgaria,2025-08-26,23
636,REC-137989,8808,choco wafer,milka,180,francia,2025-07-24,16
637,REC-664778,11341,pelotazos,cheetos,130,portugal,2025-01-30,17
638,REC-710479,7970,eat natural bar peanutchocolate g,eat natural,45,france,2024-02-29,14
639,REC-800626,5120,kiddylicious veggie straws  saveur lgumes  g xg,kiddylicious,48,france,2024-12-04,7
640,REC-476792,10960,barquillos chocolate zero sin azcares,gullón,60,morocco,2025-01-04,13
641,REC-389541,8760,sweet  salty nut,nature vallley,30,france,2025-04-04,12
642,REC-436451,5050,barres de crales fraises et framboises x,crownfield,124,france,2025-06-24,1
643,REC-668201,14522,oatcakes  organic,nairn's,250,france,2025-10-23,21
644,REC-559769,9717,multigrain crackers,rivercote (lidl),170,france,2025-03-28,11
645,REC-163843,7058,mlange de noix et pistaches,alesto,200,bulgaria,2024-06-11,5
646,REC-389627,7968,petit colier tendre coeur au lait,lu,120,france,2025-05-10,15
647,REC-291625,9280,tartines de pain multicrales,pasquier,240,france,2025-01-16,3
648,REC-215939,12008,tzatziki,blini,200,france,2024-12-25,12
649,REC-111592,12951,chocolat noir  togo,alter eco,90,france,2024-09-29,8
650,REC-965114,7928,maltesers g,maltesers,175,argelia,2024-11-10,3
651,REC-143795,12084,sweet  salty popcorn,propercorn,30,france,2024-10-22,7
652,REC-327611,14977,caprice,papadopoulos,115,bulgaria,2025-02-06,20
653,REC-663235,14945,horno al punto de sal,lay's,150,italia,2025-07-30,21
654,REC-216026,13503,snack pipas,anitin,166,espanha,2025-05-15,19
655,REC-755317,12628,sour cream  onion potato chips,popchips,85,gb,2024-10-25,12
656,REC-981342,9462,crpes chocolat,whaou,8,france,2024-06-05,2
657,REC-710952,10977,savoury crackers,savour bakes,200,gb,2024-02-22,21
658,REC-645017,5017,ready salted grab bag crisps,walkers,45,united kingdom,2024-09-20,12
659,REC-651702,8050,digestive,unknown,400,croatia,2024-10-10,7
660,REC-534429,13627,erdnsse gerstet  gesalzen,ültje,180,österreich,2026-01-20,8
661,REC-247463,5655,choco tom gaufrettes,tom,100,tunisia,2025-10-17,2
662,REC-789412,11990,sabls beurr nantais,lu,130,france,2025-11-24,16
663,REC-999404,14703,grany fraise   framboise,lu,108,francia,2025-10-22,11
664,REC-917059,12881,ds bugles got nature,3d's bugles,85,france,2025-02-14,5
665,REC-183053,6705,gerbl  choco hazelnut filled cake,gerblé,200,francia,2025-09-03,8
666,REC-974820,9615,pain dpices au miel,brossard,350,france,2024-08-30,15
667,REC-624871,13121,barbeque flavour popped potato snacks,popchips,85,france,2025-05-21,23
668,REC-161412,6432,original oreo,oreo,352,belgium,2025-10-24,5
669,REC-507617,10369,takis fuego g,unknown,90,morocco,2025-12-05,17
670,REC-583819,12795,cacahutes grilles sans sel ajout,carrefour,200,belgique,2025-04-01,18
671,REC-386157,7846,le petit beurre,lu,167,gb,2025-01-18,11
672,REC-814427,14101,pringles salt  vinegar,pringles,185,germany,2024-08-16,12
673,REC-816700,9477,jelly snakes,the natural confectionery co.,130,switzerland,2025-02-08,10
674,REC-837125,9228,madeleine,bonne maman,175,france,2025-10-15,5
675,REC-185893,7422,poulain noir extra g,poulain,200,france,2024-02-09,6
676,REC-475215,14944,snack a jacks caramel rice cakes,snack-a-jacks,159,france,2024-06-15,20
677,REC-527082,10476,jacobs savours salt and black pepper bakes,jacobs,200,france,2025-04-01,4
678,REC-943230,8023,dark chocolate  cocoa,unknown,80,romania,2025-11-19,21
679,REC-887106,13893,gran cereale croccante con riso,gran cereale,230,francia,2025-03-05,16
680,REC-475078,5189,chocolate  cacao  azcares aadidos,valor,100,bolivia,2025-08-05,22
681,REC-240162,8735,mini cracker,gullón,350,francia,2025-05-30,1
682,REC-779048,13269,biscuits  lorange orange et au graines de chia,gerblé,132,france,2024-06-15,8
683,REC-375336,10650,cashews roasted  salted,alesto,150,bulgaria,2025-09-29,11
684,REC-709387,10421,gerbl  organic muesli fig apricot spelt cookie,gerblé bio,132,france,2024-06-16,23
685,REC-407316,7196,tartines croquantes,aldi,200,france,2025-01-31,5
686,REC-989289,6898,chocolat au lait du pays alpin,kraft foods,200,france,2026-01-24,7
687,REC-846558,9606,tablette de chocolat noir g,u,100,france,2024-02-12,10
688,REC-964602,13977,brioche tranche,brioche pasquier,450,frankreich,2024-06-24,12
689,REC-291860,12564,tartines craquantes multicrales,jardin bio etic,150,france,2024-11-27,4
690,REC-647168,6886,chilli heatwave tortilla chips,doritos,180,france,2024-10-21,24
691,REC-804584,11991,dunkle schweizer schokolade mit chiliextrakt,lindt excellence,100,australia,2025-09-07,16
692,REC-280797,7748,sasanki,lidl,210,bulgaria,2024-04-04,18
693,REC-218429,11026,black pepper savoury crackers,aldi,185,united kingdom,2024-06-07,7
694,REC-820572,14990,lightly sea salted,sainsbury's,150,united kingdom,2024-08-25,17
695,REC-479422,11567,honey roast crunch,graze,100,united kingdom,2025-11-24,8
696,REC-966925,9174,salt  vinegar flavoured rice cakes,tesco,130,ireland,2025-03-03,12
697,REC-318299,12291,barbecue lentil chips,proper chips,70,united kingdom,2025-06-01,21
698,REC-934772,8086,lays,lay's,250,france,2024-09-08,7
699,REC-490629,7191,cracotte framboise,lu,200,france,2024-09-21,12
700,REC-505061,12134,milk hazelnut,lindt,150,france,2024-02-19,16
701,REC-201449,13246,sabls bio chocolat noir intense,céréal bio,132,belgium,2025-02-17,17
702,REC-752813,11929,petits muffins chocolat,unknown,235,france,2025-01-06,15
703,REC-664382,13394,biscuits farine de bl et graines de ssame,bjorg,184,france,2025-06-16,13
704,REC-507539,12871,cioccolato nocciole intere,ritter sport,100,austria,2025-10-26,17
705,REC-122982,8212,crunchy canadian maple syrup,nature valley,210,france,2025-04-09,3
706,REC-323880,14871,raw fruit  nut bar,nākd,35,bélgica,2024-09-30,6
707,REC-406158,6244,rosemary  sea salt flatbreads,nairn's,150,france,2025-03-04,4
708,REC-720973,10030,sea salted popcorn,unknown,10,united kingdom,2024-02-28,22
709,REC-336820,9595,lightly salted tortilla chips,aldi,200,united kingdom,2025-10-11,19
710,REC-138780,9275,biscuits caramel peautre,gerblé,132,france,2024-04-14,16
711,REC-647288,13051,nestle dessert noir bio g,nestlé,170,france,2025-11-05,12
712,REC-647081,13501,chips saveur beurre sal,brets,125,france,2024-04-02,13
713,REC-536166,7911,almond butter  puffed quinoa dark chocolate,hu,60,united kingdom,2025-07-12,20
714,REC-676722,5228,rice and corn cakes,snack a jacks,117,united kingdom,2024-08-21,22
715,REC-180800,13602,soft bakes blueberry,belvita,250,united kingdom,2024-04-17,10
716,REC-850691,12889,palets bretons au beurre,sondey,250,frankrijk,2025-04-02,12
717,REC-790409,14117,madeleines chocolat lait,bonne maman,300,france,2025-10-01,10
718,REC-258740,10660,bonne maman  le petit quatrequarts pur beurre,bonne maman,300,france,2024-08-23,10
719,REC-586138,10754,monster munch  produit souffl  base de pomme de terre got sal,unknown,135,frankrijk,2025-09-23,1
720,REC-948010,6414,chips paysanne,brets,250,france,2025-04-01,13
721,REC-656624,14296,la madeleine coque chocolat noir,maison colibri,240,france,2025-08-21,15
722,REC-627465,9319,bio vollmilchschokolade,fairglobe,100,france,2024-06-17,12
723,REC-862824,6149,tunnocks teacakes pk al anhar,tunnock’s,144,australia,2025-01-17,1
724,REC-621553,11127,gaufres de lige perles de sucre,lotus,45,belgique,2024-09-07,1
725,REC-640030,5943,pufuleti,gusto,45,germany,2024-11-17,20
726,REC-693182,6983,barritas de trigo y arroz integral con chocolate con leche,hacendado,100,spain,2024-08-16,11
727,REC-318596,12823,noix du bresil,seeberger,200,frankreich,2025-02-12,12
728,REC-668123,7387,protein bar,unknown,45,germany,2024-07-25,23
729,REC-814899,5229,lotus biscoff speculoos original pocket  g xp,lotus,186,france,2025-12-18,24
730,REC-847049,7866,petites madeleines aux ufs saint michel,st michel,400,france,2024-04-21,24
731,REC-863361,9411,hazelnut,waitrose,100,united kingdom,2025-04-02,4
732,REC-990571,11012,biscotti pan di stelle,barilla,350,france,2024-05-22,20
733,REC-246458,6775,root vegetables,tesco,125,gb,2024-06-13,22
734,REC-867763,5945,cheese twists,m&s food,125,united kingdom,2024-03-15,8
735,REC-727112,13324,quadro loriginal,cémoi,187,france,2025-03-15,15
736,REC-579136,13571,takis fuego,barcel,100,bosnia and herzegovina,2024-02-28,10
737,REC-822917,6265,original made with sea salt,triscuit,8,france,2024-04-14,1
738,REC-475261,7445,roasted cashewpeanutmix honey  salt,alesto,200,germany,2024-02-27,22
739,REC-923721,6741,scottish rough oatcakes,rivercote,250,france,2025-05-31,13
740,REC-760379,10111,menier ptissier tablette,nestlé,200,france,2025-04-03,16
741,REC-499701,5423,barre amande,unknown,150,francia,2025-08-01,12
742,REC-271147,5701,formule boost,daco bello,200,france,2025-09-11,21
743,REC-213317,7388,walkers  salted,walkers,32,united kingdom,2025-09-11,15
744,REC-659804,8799,lime  coriander chutney poppadoms,sensations,82,france,2025-03-22,12
745,REC-266689,8992,conikos fromage,conikos,35,maroc,2025-01-30,11
746,REC-239220,9396,pan goccioli,barilla,8,italy,2024-07-07,1
747,REC-391103,8565,sour cream  chive flavour wheat  potato pretzel knots,penn state snacks,7,france,2025-03-26,13
748,REC-653026,12527,organic cacao nibs,unknown,125,gb,2024-12-11,3
749,REC-846891,11252,fluffy milky,best biscuits,1,morocco,2025-06-06,15
750,REC-522970,8207,gullon zero snack choco,gullón,150,spain,2024-05-26,10
751,REC-443022,5469,browny,be,40,morocco,2025-01-29,21
752,REC-810406,7157,mikado chocolat au lait,glico,90,france,2025-08-09,17
753,REC-905909,11926,bn  cookies  mini strawberry x,bn,175,belgium,2025-08-05,20
754,REC-658364,7955,pain dpices miel,bjorg,300,france,2025-02-26,1
755,REC-773311,5932,galleta de mantequilla,carrefour,167,belgium,2025-05-31,12
756,REC-448844,7037,chocolat noir aux corces dorange,alter eco,100,france,2024-03-24,2
757,REC-239562,14930,doritos cool original g,doritos,180,france,2024-05-17,1
758,REC-556341,5432,chocolat nestle dessert noir xg,nestlé dessert,410,canada,2024-04-11,14
759,REC-699230,12464,milk chocolate large bar,toblerone,360,france,2025-08-18,12
760,REC-418377,11371,caramelo,milka,100,bélgica,2024-07-06,11
761,REC-681037,8263,tablette kinder chocolat chocolat au lait x g,kinder,200,france,2025-08-07,1
762,REC-222981,6449,pi integrali,galbusera,330,italy,2025-10-08,3
763,REC-897575,12965,raw fruit  nut bar,unknown,35,france,2024-11-07,8
764,REC-924883,12563,pancakes,la fournée dorée,350,france,2024-11-28,24
765,REC-940891,5742,brioche chocolat,unknown,8,fr,2025-03-31,8
766,REC-193508,8575,quality street,nestlé,600,belgium,2024-08-15,7
767,REC-823819,6801,peanut butter bars,graze,4,gb,2025-06-28,3
768,REC-800802,10117,g ricola framboise melisse,ricola,50,france,2025-01-14,13
769,REC-278812,10649,sabl des flandres,unknown,250,france,2024-05-31,12
770,REC-315062,9986,kango,kango,225,france,2024-05-29,17
771,REC-593546,8506,belvita petit djeuner,belvita,600,france,2025-08-25,22
772,REC-897947,8365,chocolate con leche oreo,milka,100,francia,2024-05-15,12
773,REC-673732,14940,granola bar vanilla  white cream,vitalia,3,netherlands,2024-02-07,17
774,REC-801989,11261,sabls ssame  pavot,cereal bio,132,france,2025-09-18,24
775,REC-809953,7355,sabls myrtilles germes de riz,unknown,140,france,2025-05-18,24
776,REC-699892,8149,financiers amandes,bonne maman,250,france,2025-10-31,11
777,REC-127088,12111,toetilla chips nature,carrefour,200,belgium,2024-12-04,1
778,REC-419059,7828,mlange japonais,maître prunille,250,france,2024-04-23,12
779,REC-276146,5884,oreo enrobed white imp,charbonnel et walker,245,belgique,2024-07-25,1
780,REC-210526,10329,chocolate salted caramel flavour vitamin  protein bar,fulfil,55,france,2025-11-23,22
781,REC-975885,12924,essential waitrose wholewheat biscuits,waitrose,24,francia,2024-08-31,1
782,REC-604853,8195,harrys brioche tranchee farine complete sans additif g,harrys,485,france,2025-09-09,3
783,REC-891146,6734,protein bar,kind,3,gb,2024-08-04,18
784,REC-893530,10022,biscotti allo yogurt dolcesenza,misura,400,italia,2024-06-18,15
785,REC-240159,14086,toast crock crales compltes,carrefour,250,france,2025-12-14,13
786,REC-930563,11291,crunchy oats  honey,nature valley,42,france,2025-10-18,9
787,REC-171365,12672,avoine citron  graines de chia,bjorg,130,france,2024-11-01,22
788,REC-294340,6040,quateur,alter eco,100,france,2025-07-26,5
789,REC-287802,8079,almond and apricot with a yoghurt coating fruit and nut bar,eat natural,50,france,2024-02-17,10
790,REC-315140,12112,dgustation  chocolat noir  cacao,maestro,100,france,2025-05-30,24
791,REC-717281,5148,les grandes  hazelnut dark,lindt,150,reino unido,2026-01-30,21
792,REC-312621,11778,salinis,unknown,60,france,2025-08-19,15
793,REC-417513,6916,chocolat noir,scholetta,100,france,2024-09-13,11
794,REC-999230,8901,fluffy,be,40,maroc,2024-07-31,23
795,REC-301994,10649,silvia duo cacao,excelo,26,ma,2025-11-04,24
796,REC-417972,14035,biscuits avoine chocolat,carrefour bio,130,france,2025-04-13,21
797,REC-378786,7970,panettone classico,favorina,1,spagna,2025-01-30,8
798,REC-299437,12690,snack mix,alesto,200,frankrijk,2024-08-05,16
799,REC-520068,13562,pitch,brioche pasquier,310,france,2024-04-25,2
800,REC-125492,5559,ker cadlac  marble cake,ker cadélac,500,francia,2024-10-05,18
801,REC-165373,14283,fruit sticks,n.a! nature addicts,40,frankreich,2025-07-04,12
802,REC-366550,8646,bourbon creams,tesco,296,france,2024-02-28,20
803,REC-762832,8104,flutes aux  graines,kambly,125,france,2025-05-27,7
804,REC-622589,12242,soft bakes choc chip,belvita,5,france,2024-12-22,21
805,REC-983635,13163,cruschelle,unknown,700,france,2024-08-15,12
806,REC-258088,8957,avena con chocolate negro  sin azcares aadidos,gullón,275,marruecos,2025-12-20,2
807,REC-934446,12062,naked oven chips,mccain,1,gb,2025-01-06,8
808,REC-361222,9873,cream crackers,savour bakes,300,ireland,2024-07-07,13
809,REC-169485,12726,prinzenrolle,debeukelaer,400,germany,2025-12-15,22
810,REC-276003,7364,walkers baked,walkers,22,united kingdom,2024-02-09,13
811,REC-996169,14919,tobigo,tobigo,100,maroc,2024-10-27,12
812,REC-234480,12437,twix x,twix,250,germany,2025-11-20,21
813,REC-824768,11612,jaffa cakes,tower gate,300,finlândia,2025-10-01,10
814,REC-982478,13664,tortitas de maz,unknown,130,alemanha,2024-02-08,2
815,REC-888131,8970,coleslaw g,bonduelle,320,france,2024-10-24,12
816,REC-361595,6362,gerble  miel chtaigne graines de lin,gerblé,200,france,2024-12-16,21
817,REC-554247,14658,doonuts,st michel,180,france,2024-03-18,1
818,REC-995018,11143,pitch choco x,brioche pasquier,310,france,2025-11-01,17
819,REC-998260,10343,vico extra craquantes,vico,400,france,2025-04-15,10
820,REC-318319,10320,cacao noir,carrefour,80,france,2024-11-24,3
821,REC-874806,10855,biscuits craquants saveur citron,karelea,132,france,2025-06-25,5
822,REC-237316,14743,yoyos raspberry multipack  x,bear,5,czech republic,2024-09-01,12
823,REC-375627,11993,crunchy nut  almond,santé,35,france,2024-09-03,6
824,REC-570586,8097,croustilles got emmental,belin,138,france,2025-02-10,12
825,REC-628200,7559,lait amandes,côte d'or,180,belgium,2025-04-03,12
826,REC-613358,7886,buonicos,galbusera,300,france,2025-05-08,12
827,REC-482706,7384,dinosaurus,artiach,411,spain,2025-02-08,6
828,REC-863530,5153,cuore di cereale biscotti di avena con frutti rossi,gullón,220,france,2025-01-18,5
829,REC-675627,6583,cereal,kinder,204,austria,2024-02-12,24
830,REC-371590,6005,wheat biscuits,stockwell,432,germany,2024-04-18,16
831,REC-306742,13415,hand cooked crisps,aldi,150,united kingdom,2024-09-02,12
832,REC-373063,14641,karla pautre noisette,karéléa,150,france,2025-03-20,10
833,REC-236208,7948,gerble  organic chocolate cookie flavored w banana,gerblé,132,francia,2025-05-23,9
834,REC-823306,11300,barres crales graines et amandes,carrefour bio,100,france,2026-02-02,10
835,REC-818969,6072,ricola eucalyptus,ricola,50,france,2024-03-16,22
836,REC-202116,5612,texas bbq sauce,unknown,185,germany,2024-09-12,17
837,REC-520296,6583,chips saveur tartiflette,brets,125,francuska,2024-05-23,12
838,REC-924073,13332,chips de lentilles saveur paprika,vico,85,france,2025-04-07,15
839,REC-162168,9602,barritas de cereales mango,hacendado,120,portugal,2024-10-29,8
840,REC-796251,9769,coleslaw,saladinettes,500,france,2025-09-05,11
841,REC-187263,9934,napolitain loriginal,unknown,6,belgium,2024-07-30,12
842,REC-398825,6640,chipster,belin,150,france,2025-12-14,6
843,REC-257543,9713,cioccolato al latte,lu,75,bélgica,2026-02-04,18
844,REC-404143,6276,mini bn chocolat,bn,350,france,2025-12-06,16
845,REC-880410,12969,chocolat noir sans sucres ajouts,gerblé,80,france,2025-09-22,6
846,REC-244513,10125,bonne maman  petits cakes fruits,bonne maman,300,francia,2025-08-09,2
847,REC-534272,14149,le biscuit de natty,bjorg,150,france,2024-11-28,1
848,REC-499128,7512,tartines craquantes au sarrasin,terres et céréales bio,150,france,2025-10-28,4
849,REC-719451,11908,tartines craquantes quinoa pois chiche,jardin bio,150,france,2026-01-17,15
850,REC-678730,12261,bruschette sour cream,unknown,70,bulgaria,2024-10-08,12
851,REC-938124,8643,lorenz saltletts sticks,lorenz,250,deutschland,2025-09-04,19
852,REC-594455,10059,digestives,mcvities,266,france,2025-09-12,11
853,REC-411539,13726,choco biscuits,milka,150,francia,2024-12-10,5
854,REC-704843,13136,tortilla chips,general mills,185,france,2024-10-17,1
855,REC-974469,6641,pi integrali ricchi di fibre segale,unknown,380,france,2025-04-25,7
856,REC-748474,6653,ambassadeur noir prcieux  cacao,bimo,100,algeria,2024-08-12,15
857,REC-368339,10762,dark chocolate almond sea salt,tony's chocolonely,180,united kingdom,2025-02-19,10
858,REC-806968,11810,grahams,honey maid,14,united states,2025-07-18,13
859,REC-918691,12901,lentil bites sea salt,lidl,110,ireland,2025-02-18,16
860,REC-163736,8081,belgian dark chocolate,waitrose,180,united kingdom,2025-07-07,22
861,REC-339680,7068,sandwichs choc,excelo,65,morocco,2025-03-13,7
862,REC-646898,7408,peri peri crunch,graze,100,united kingdom,2024-06-04,11
863,REC-322233,13679,mini brownies lidl,unknown,240,belgique,2024-10-03,15
864,REC-102437,10166,brun   wafers vanilla flavor,brun,146,frankrijk,2024-04-19,24
865,REC-307627,11068,la paille dor aux fraises,lu,170,france,2025-06-30,18
866,REC-448265,5976,lindor noir,lindt,150,france,2025-10-05,1
867,REC-934286,11520,tagada,haribo,400,france,2025-01-15,8
868,REC-580193,8343,le palmier,saint michel,87,france,2026-01-17,11
869,REC-421704,13247,la classique nature,intersnack france,135,france,2025-08-05,2
870,REC-389360,5515,clotted cream shortbread fingers,paterson's,300,france,2025-05-15,10
871,REC-256058,13471,tuc original  biscuits sal,lu,75,belgique,2025-08-21,22
872,REC-485226,8073,king kotes  corn fried barbecue flavoured,sol de alba,14,marruecos,2024-12-25,13
873,REC-278659,8708,salted popcorn,tesco,85,united kingdom,2024-08-13,21
874,REC-813831,7179,chocolat noir et caramel cte divoire,ethiquable,100,france,2024-04-25,5
875,REC-304091,5053,absolute black orange  cocoa nibs,montezuma’s,90,gb,2025-11-25,11
876,REC-862313,7764,macaroons,mrs crimbles,195,united kingdom,2025-09-14,24
877,REC-337510,14340,gelatina proteinas frutos silvestres,hacendado,4,españa,2024-07-24,12
878,REC-231389,12239,bounty,bounty,57,morocco,2024-05-23,22
879,REC-843385,12452,lightly sea salted hand cooked crisps,m&s,150,france,2024-04-23,23
880,REC-728214,5179,chouchou,alesto,250,frankrijk,2025-12-26,21
881,REC-552340,8869,grany chocolat au lait noisettes,lu,138,francia,2024-12-17,9
882,REC-648686,8507,sabl de retz le vritable,st michel,120,belgique,2024-11-17,9
883,REC-915625,14356,g happy box haribo,haribo,600,france,2025-02-02,14
884,REC-877009,5861,curly cacahuete,curly,60,francia,2024-12-01,3
885,REC-121908,9141,marzipan dark chocolate with marzipan,ritter sport,100,belarus,2025-03-06,6
886,REC-314566,6634,melts original,carr's,150,france,2024-09-28,13
887,REC-154093,6817,the original speculoos,biscoff,140,belgium,2024-02-16,21
888,REC-215889,13313,crackers,schär,210,bélgica,2025-03-25,23
889,REC-276502,10539,galletti mb g int eu,barilla,350,france,2025-07-29,7
890,REC-772291,11300,kurkure,kurkure,78,france,2025-07-14,12
891,REC-351944,6919,milk chocolate caramel seasalt,fin carré way to go,180,belgium,2024-08-31,20
892,REC-163514,7115,trident menthol,trident,60,ma,2024-05-02,12
893,REC-355592,10093,biscotti cereali g granola e frolla,galbusera,300,francia,2024-06-01,7
894,REC-476368,6916,pop chip bbq,popchips,5,united kingdom,2026-01-05,13
895,REC-548590,10699,ptit nature  crales,bjorg bio nutri +,167,fr,2024-12-14,24
896,REC-433464,11076,thins rosemary  sea salt flatbreads,unknown,125,gb,2025-10-25,13
897,REC-529167,9608,la galette fourre,unknown,240,fr,2024-05-16,22
898,REC-227982,10663,black chocolate  with almonds,hacendado,200,marruecos,2024-10-09,12
899,REC-259461,12650,brioche tresse nature allege en sucres sans additifs g,harrys,450,france,2024-07-09,13
900,REC-909459,6466,,unknown,35,morocco,2025-02-05,3
901,REC-626158,6867,luxury hot cross buns,unknown,312,france,2025-06-27,1
902,REC-417209,14402,cheese oatcakes,nairn's,180,france,2025-01-13,11
903,REC-325900,8488,biscuit muesli avoine gerbl,unknown,290,francia,2025-12-21,18
904,REC-107230,7813,fourrs myrtilles,bjorg,175,france,2025-09-28,20
905,REC-703564,5128,chips nature loriginale nutriscore b,brets,125,france,2025-07-25,1
906,REC-518027,6179,fine gaufre,karelea,140,france,2025-11-17,1
907,REC-951568,10173,duplo einzelriegel,duplo,18,österreich,2025-10-21,22
908,REC-773836,8181,orkney thick oatcakes,stockan's,200,france,2025-06-23,12
909,REC-209292,12095,hummus chips tomato and basil,unknown,135,france,2025-04-07,3
910,REC-792593,13517,pringles hot  spicy,pringles,165,belgium,2024-05-13,20
911,REC-228096,14220,furrows sea salted imp,tyrrell’s,150,united kingdom,2025-06-16,4
912,REC-620416,10629,toblerone dark chocolate with honey  almond nougat,mondelez,100,france,2024-06-04,20
913,REC-325974,8823,dairymilk buttons,cadbury,119,switzerland,2025-12-23,9
914,REC-214326,8029,mignonnette noir  orange,côte d'or,240,france,2025-03-17,2
915,REC-905602,10000,kinder schokobons white,ferrero,200,austria,2025-02-12,22
916,REC-737970,7753,stem ginger oat biscuit breaks,nairn's,160,france,2024-03-06,20
917,REC-588226,8550,mamas babydream stillsaft,rossmann,500,germany,2025-02-09,6
918,REC-492166,6479,nestle lion crales caramel chocolat bio g,nestlé,400,belgique,2025-01-15,8
919,REC-577810,7442,galletas  azcares aadidos,sondey,6,españa,2024-09-03,19
920,REC-921077,12701,chocolat villars noir  g,villars,100,france,2026-01-11,13
921,REC-752416,6411,pan di stelle,mulino bianco pan di stelle,700,it,2024-08-24,14
922,REC-722431,14586,crimbles coconut macarons imp,danube,180,verenigd koninkrijk,2025-02-14,8
923,REC-914854,5745,le petit beurre,la mère poulard,145,france,2025-08-08,12
924,REC-187840,14362,cream crackers,savour bakes,300,united kingdom,2025-10-13,22
925,REC-842977,9067,wasa tartine croustillante sensation aux flocons davoine  touche de sel g,wasa,265,france,2025-01-16,17
926,REC-526972,14997,skittles,wrigley,45,ireland,2025-03-12,12
927,REC-607413,6007,excellence noir menthe intense,lindt,100,france,2024-03-22,14
928,REC-660334,12862,cration crme brle,lindt,150,france,2025-11-24,20
929,REC-541183,5944,macdoine,bonduelle,265,france,2025-05-02,18
930,REC-771409,10241,riz provencal g,bonduelle,320,france,2025-05-14,17
931,REC-488746,14777,longfizz,unknown,200,belgium,2024-08-23,21
932,REC-126607,8019,biscuits a la cuillere,bonne maman,250,francia,2024-02-18,2
933,REC-928442,8112,carottes rpes au jus de citron,carrefour,300,belgique,2024-07-24,19
934,REC-249544,5181,chips a lancienne sel de gurande brets,altho,125,france,2025-08-29,11
935,REC-812174,14956,pains au lait,la fournée dorée,350,france,2024-06-19,2
936,REC-243111,5772,hobnobs milk chocolate,mcvities,262,france,2024-11-15,17
937,REC-845916,5715,caprice,papadopoulos,400,bulgaria,2024-09-15,21
938,REC-658424,5011,pte de cacahute pindakaas,calvé,350,belgien,2024-08-29,3
939,REC-417967,12100,barni lapte,mondelez,30,france,2025-02-21,14
940,REC-744133,13201,fiori dacqua,unknown,250,italy,2024-06-12,17
941,REC-276523,14324,mini fish,gullón,350,france,2025-12-08,3
942,REC-631872,11310,leader chips,unknown,20,ma,2025-02-06,12
943,REC-566981,13056,grissini artigianali romarin,florelli,300,france,2024-02-08,6
944,REC-412499,11003,dark chocolate,waitrose & partners,100,gb,2025-06-30,3
945,REC-266940,5428,barre crales chocolat,carrefour bio,138,france,2024-12-16,8
946,REC-508874,5374,texas bbq  sauce,pringles,175,france,2026-01-26,12
947,REC-191674,12748,excellence noir suprme cors  cacao,lindt,100,france,2024-12-02,12
948,REC-694110,12981,nature wrap de bl,snack day,6,germany,2025-01-10,19
949,REC-949485,6585,tortillas  base de farine de bl,grafschafter,370,bulgarien,2024-09-30,18
950,REC-189866,12756,lulu,lu,150,france,2025-06-10,10
951,REC-391046,13826,tartines craquantes riz chtaigne,céréal bio,145,france,2024-07-28,18
952,REC-223265,7293,pains au lait format familial,brioche pasquier,700,france,2026-01-16,4
953,REC-416620,12032,noir amandes entieres,carrefour,200,france,2024-09-12,17
954,REC-771257,14249,cacahutes non sales,marque repère,200,france,2024-08-08,7
955,REC-289841,11197,corny free schoko,corny,20,bulgaria,2025-03-19,3
956,REC-828883,13845,organic dark cooking chocolate,green & black's,150,france,2025-09-26,22
957,REC-710834,11171,flavour cheese,lu,100,bélgica,2024-07-21,15
958,REC-791945,5082,galleta mara,unknown,400,francia,2024-08-13,15
